TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,PreviousTransactionDate,TimeSinceLastTransaction,Location_Latitude,Location_Longitude,IP_Prefix,IP_Encoded,TransactionFrequency,New_Device_Flag,Fraud,IP_Prefix_3,IP_Prefix_6,ip_loc,location_loc,location_lat,location_lon,ip_lat,ip_lon,distance_loc_ip,large_divergence,distance_range,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,log_distance_loc_ip,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,LogReg_Fraud,Threat_Level,Max_Score,Risk_Level,Fraud_Score,Fraud_Score_Norm
TX000962,AC00174,353.59,2023-08-11 17:57:52,Credit,New York,D000311,198.24.183.157,M046,Branch,52,Retired,109,5,2024-11-04 08:10:53,-38931181.0,,,198.24.183,291,4,0,True,198.24.183,198.24.183.157,"39.0437,-77.4875","43.0000,75.0000",43.0,75.0,39.0437,-77.4875,10505.64508315614,True,10500.0-10600.0,2,6.104256165485212,True,9.259763201033461,True,-0.05338363637835264,True,True,4,6.104256165485212,Critical,5.052128082742605,0.9131852204283065
TX000901,AC00425,157.16,2023-03-13 17:34:30,Debit,New York,D000682,133.223.159.151,M068,Branch,20,Student,280,1,2024-11-04 08:07:27,-51978777.0,,,133.223.159,90,7,0,True,133.223.159,133.223.159.151,"35.7021,139.6375","43.0000,75.0000",43.0,75.0,35.7021,139.6375,5492.459435519218,False,5400.0-5500.0,0,6.026694629810127,True,8.611313470026882,True,-0.005833988933869327,True,True,4,6.026694629810127,Critical,5.013347314905063,0.9038688298387176
TX002009,AC00481,249.56,2023-11-20 16:05:05,Debit,New York,D000617,49.10.93.200,M083,Branch,76,Retired,246,1,2024-11-04 08:11:08,-30211563.0,,,49.10.93,446,4,0,True,49.10.93,49.10.93.200,"37.5660,126.9784","43.0000,75.0000",43.0,75.0,37.566,126.9784,4390.381569567035,False,4300.0-4400.0,0,5.922530823010885,True,8.387399164888558,True,-0.010368321697342697,True,True,4,5.922530823010885,Critical,4.961265411505442,0.8913570777054762
TX001084,AC00086,11.57,2023-12-20 16:17:16,Credit,New York,D000550,116.106.207.139,M037,Branch,56,Retired,64,1,2024-11-04 08:10:56,-27618820.0,,,116.106.207,55,7,0,True,116.106.207,116.106.207.139,"10.8230,106.6296","43.0000,75.0000",43.0,75.0,10.823,106.6296,4697.305574453609,False,4600.0-4700.0,0,5.781857169940424,True,8.454957206622908,True,-0.009485334158342074,True,True,4,5.781857169940424,Critical,4.8909285849702115,0.8744599045608019
TX001655,AC00129,83.95,2023-06-14 16:16:25,Debit,New York,D000288,60.89.202.192,M015,Online,75,Retired,170,1,2024-11-04 08:06:37,-43948212.0,,,60.89.202,488,4,0,True,60.89.202,60.89.202.192,"35.6895,139.6917","43.0000,75.0000",43.0,75.0,35.6895,139.6917,5497.421691965787,False,5400.0-5500.0,0,5.61167997543135,True,8.612216364941071,True,-0.0035595327320574466,True,True,4,5.61167997543135,Critical,4.805839987715675,0.8540188805443543
TX002415,AC00028,1664.33,2023-09-25 17:11:19,Debit,San Antonio,D000072,116.106.207.139,M064,Branch,18,Student,65,1,2024-11-04 08:07:07,-35045748.0,,,116.106.207,55,3,0,True,116.106.207,116.106.207.139,"10.8230,106.6296","29.4243,-98.4911",29.4243,-98.4911,10.823,106.6296,14806.163526438695,True,14800.0-14900.0,4,5.516830147935822,True,9.602866364707983,True,-0.013384264212936148,True,True,4,5.516830147935822,Critical,4.758415073967911,0.8426258874503905
TX000694,AC00011,733.29,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,2024-11-04 08:07:12,-51801896.0,,,16.51.235,173,7,0,True,16.51.235,16.51.235.240,"-37.8140,144.9633","36.8631,-76.0157",36.8631,-76.0157,-37.814,144.9633,16420.70512609122,True,16400.0-16500.0,2,5.337623427296299,True,9.70635922207849,True,-0.08494440954463434,True,True,4,5.337623427296299,Critical,4.668811713648149,0.821100271805657
TX000899,AC00083,1531.31,2023-10-23 18:00:29,Debit,San Diego,D000319,91.204.200.167,M078,Online,18,Student,62,4,2024-11-04 08:06:40,-32623571.0,,,91.204.200,569,6,0,True,91.204.200,91.204.200.167,"55.0711,38.7840","32.7157,-117.1610",32.7157,-117.161,55.0711,38.784,10010.44794698538,True,10000.0-10100.0,2,5.097353848118984,True,9.211484511896947,True,-0.05414293622900912,True,True,4,5.097353848118984,Critical,4.548676924059492,0.792240022625069
TX000654,AC00423,1919.11,2023-06-27 17:48:25,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,2024-11-04 08:10:27,-42819722.0,,,207.157.126,321,6,0,True,207.157.126,207.157.126.125,"34.7304,-86.5859","45.5230,-122.6764",45.523,-122.6764,34.7304,-86.5859,3267.8599047812245,False,3200.0-3300.0,3,6.060253922414526,True,8.092196550125617,True,0.03332666136635476,False,True,3,6.060253922414526,High,4.530126961207263,0.7877837235626654
TX000341,AC00107,1830.0,2023-03-01 16:31:58,Debit,San Antonio,D000436,62.27.235.199,M082,Online,55,Engineer,238,1,2024-11-04 08:11:59,-53019601.0,,,62.27.235,492,5,0,True,62.27.235,62.27.235.199,"49.3096,12.8416","29.4243,-98.4911",29.4243,-98.4911,49.3096,12.8416,8964.693826012444,True,8900.0-9000.0,4,5.90712891232519,True,9.101160775795538,True,0.005193076469323765,False,True,3,5.90712891232519,High,4.453564456162595,0.7693909417461333
TX000624,AC00290,342.17,2023-12-14 16:09:42,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,2024-11-04 08:08:32,-28137530.0,,,91.204.200,569,4,0,True,91.204.200,91.204.200.167,"55.0711,38.7840","43.0000,75.0000",43.0,75.0,55.0711,38.784,2924.2693710461654,False,2900.0-3000.0,0,5.714111959901001,True,7.981141848091044,True,0.011749920220771926,False,True,3,5.714111959901001,High,4.3570559799505,0.7462064946675088
TX000809,AC00422,80.24,2023-05-19 17:28:42,Credit,New York,D000604,190.92.63.219,M016,Branch,53,Doctor,58,1,2024-11-04 08:12:13,-46190611.0,,,190.92.63,266,4,0,True,190.92.63,190.92.63.219,"14.6347,-89.9889","43.0000,75.0000",43.0,75.0,14.6347,-89.9889,13442.33803901279,True,13400.0-13500.0,0,5.612297398694987,True,9.506238949237387,True,0.006992651879676792,False,True,3,5.612297398694987,High,4.306148699347494,0.7339769247957054
TX001323,AC00259,202.34,2023-01-10 16:32:06,Debit,New York,D000023,146.250.144.172,M049,Online,20,Student,134,1,2024-11-04 08:11:25,-57339559.0,,,146.250.144,128,3,0,True,146.250.144,146.250.144.172,"33.0198,-96.6989","43.0000,75.0000",43.0,75.0,33.0198,-96.6989,11544.093045848276,True,11500.0-11600.0,0,5.607803296323609,True,9.354015781162639,True,0.022541651080726366,False,True,3,5.607803296323609,High,4.303901648161805,0.7334371106639075
TX001204,AC00490,48.05,2023-05-18 17:34:20,Debit,New York,D000668,125.225.212.244,M060,Branch,27,Engineer,38,1,2024-11-04 08:09:07,-46276487.0,,,125.225.212,77,5,0,True,125.225.212,125.225.212.244,"25.0531,121.5264","43.0000,75.0000",43.0,75.0,25.0531,121.5264,4662.069402248536,False,4600.0-4700.0,0,5.58555759332541,True,8.447429180302223,True,0.021964136002334822,False,True,3,5.58555759332541,High,4.292778796662705,0.7307650431723687
TX002064,AC00110,351.38,2023-06-26 18:41:55,Debit,New York,D000254,47.82.77.181,M026,Branch,64,Retired,21,1,2024-11-04 08:06:32,-42902677.0,,,47.82.77,442,8,0,True,47.82.77,47.82.77.181,"22.2783,114.1747","43.0000,75.0000",43.0,75.0,22.2783,114.1747,4278.130188254736,False,4200.0-4300.0,0,5.5809653412156655,True,8.361505040879143,True,5.644747396971184e-05,False,True,3,5.5809653412156655,High,4.290482670607833,0.7302134396749926
TX000157,AC00421,93.26,2023-07-27 16:22:52,Credit,New York,D000436,182.225.2.156,M092,Online,20,Student,72,1,2024-11-04 08:12:04,-40232952.0,,,182.225.2,236,3,0,True,182.225.2,182.225.2.156,"36.8065,127.1522","43.0000,75.0000",43.0,75.0,36.8065,127.1522,4440.212635273611,False,4400.0-4500.0,0,5.525343791001927,True,8.398682734189485,True,0.03079049243230736,False,True,3,5.525343791001927,High,4.262671895500963,0.7235323949731393
TX000540,AC00407,186.69,2023-12-29 16:38:21,Debit,New York,D000546,162.151.179.167,M015,Branch,30,Engineer,54,1,2024-11-04 08:08:12,-26839791.0,,,162.151.179,185,7,0,True,162.151.179,162.151.179.167,"39.0062,-77.4286","43.0000,75.0000",43.0,75.0,39.0062,-77.4286,10507.83400751388,True,10500.0-10600.0,0,5.519792550768555,True,9.25997151647145,True,0.043457532116768505,False,True,3,5.519792550768555,High,4.2598962753842775,0.7228656015449202
TX001249,AC00073,406.81,2023-12-05 16:32:49,Debit,New York,D000073,207.157.126.125,M016,Online,66,Retired,84,1,2024-11-04 08:08:46,-28913757.0,,,207.157.126,321,5,0,True,207.157.126,207.157.126.125,"34.7304,-86.5859","43.0000,75.0000",43.0,75.0,34.7304,-86.5859,11196.348809162426,True,11100.0-11200.0,0,5.511571217344821,True,9.32343231579449,True,0.02315087384299952,False,True,3,5.511571217344821,High,4.255785608672411,0.7218780868873507
TX001584,AC00081,315.39,2023-05-26 16:52:33,Credit,New York,D000066,60.89.202.192,M008,Branch,23,Student,93,1,2024-11-04 08:08:08,-45587735.0,,,60.89.202,488,3,0,True,60.89.202,60.89.202.192,"35.6895,139.6917","43.0000,75.0000",43.0,75.0,35.6895,139.6917,5497.421691965787,False,5400.0-5500.0,0,5.49182295620064,True,8.612216364941071,True,0.01721726003681434,False,True,3,5.49182295620064,High,4.24591147810032,0.7195060024168326
TX000675,AC00034,637.97,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,2024-11-04 08:07:56,-32626238.0,,,104.165.213,16,4,0,True,104.165.213,104.165.213.58,"37.3541,-121.9552","43.0000,75.0000",43.0,75.0,37.3541,-121.9552,10942.257385340403,True,10900.0-11000.0,0,5.489899236797598,True,9.300478781688344,True,0.02065137480283563,False,True,3,5.489899236797598,High,4.244949618398799,0.7192749327095671
TX001439,AC00179,1831.02,2023-09-15 17:31:42,Credit,Columbus,D000246,141.121.30.32,M012,Online,62,Doctor,83,1,2024-11-04 08:10:52,-35908750.0,,,141.121.30,114,6,0,True,141.121.30,141.121.30.32,"38.4822,-122.7473","39.9833,-82.9833",39.9833,-82.9833,38.4822,-122.7473,3408.767711081963,False,3400.0-3500.0,3,5.483982174034643,True,8.134399448039982,True,0.0439891666224872,False,True,3,5.483982174034643,High,4.241991087017322,0.7185641980991319
TX001343,AC00228,289.05,2023-06-09 17:58:00,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1,2024-11-04 08:11:58,-44374438.0,,,174.61.77,222,8,0,True,174.61.77,174.61.77.54,"25.7743,-80.1937","43.0000,75.0000",43.0,75.0,25.7743,-80.1937,11978.843346787136,True,11900.0-12000.0,0,5.4801688058745155,True,9.390980795355826,True,0.007792946339928553,False,True,3,5.4801688058745155,High,4.240084402937258,0.7181061511183388
TX001758,AC00050,326.03,2023-05-09 16:54:49,Credit,New York,D000145,129.108.48.116,M038,Online,18,Student,137,1,2024-11-04 08:11:46,-47056617.0,,,129.108.48,81,5,0,True,129.108.48,129.108.48.116,"31.7587,-106.4869","43.0000,75.0000",43.0,75.0,31.7587,-106.4869,11724.732330222103,True,11700.0-11800.0,0,5.464170471840823,True,9.369541050231563,True,0.022550437792402622,False,True,3,5.464170471840823,High,4.232085235920412,0.7161844933359945
TX001221,AC00291,743.03,2023-07-27 16:55:39,Debit,New York,D000103,73.54.203.165,M050,ATM,50,Engineer,174,1,2024-11-04 08:09:19,-40230820.0,,,73.54.203,519,7,0,True,73.54.203,73.54.203.165,"33.7490,-84.3880","43.0000,75.0000",43.0,75.0,33.749,-84.388,11251.514856407945,True,11200.0-11300.0,0,5.457227368924215,True,9.328346925442416,True,0.029822029896469204,False,True,3,5.457227368924215,High,4.228613684462108,0.7153505147651497
TX002468,AC00412,69.8,2023-05-02 16:01:04,Credit,New York,D000361,125.225.212.244,M004,Branch,27,Student,138,1,2024-11-04 08:09:01,-47664477.0,,,125.225.212,77,4,0,True,125.225.212,125.225.212.244,"25.0531,121.5264","43.0000,75.0000",43.0,75.0,25.0531,121.5264,4662.069402248536,False,4600.0-4700.0,0,5.453587538971517,True,8.447429180302223,True,0.031150019416801622,False,True,3,5.453587538971517,High,4.2267937694857585,0.7149133125201983
TX001413,AC00219,33.65,2023-09-18 17:18:03,Credit,New York,D000470,49.31.186.82,M067,Online,63,Doctor,146,1,2024-11-04 08:07:24,-35650161.0,,,49.31.186,451,10,0,True,49.31.186,49.31.186.82,"35.8219,127.1489","43.0000,75.0000",43.0,75.0,35.8219,127.1489,4488.073282210054,False,4400.0-4500.0,0,5.439654791064525,True,8.409401563489418,True,0.021470445539739536,False,True,3,5.439654791064525,High,4.2198273955322625,0.7132397649252722
TX002000,AC00261,27.64,2023-06-09 17:14:26,Debit,New York,D000044,208.142.57.37,M065,Online,54,Engineer,23,1,2024-11-04 08:08:22,-44376836.0,,,208.142.57,322,8,0,True,208.142.57,208.142.57.37,"32.5530,-92.0422","43.0000,75.0000",43.0,75.0,32.553,-92.0422,11534.905137772594,True,11500.0-11600.0,0,5.438204815843458,True,9.353219636343606,True,0.020243289740338732,False,True,3,5.438204815843458,High,4.21910240792173,0.7130655995301818
TX001581,AC00428,469.46,2023-11-08 18:24:56,Debit,New York,D000465,137.33.78.168,M068,ATM,20,Student,149,1,2024-11-04 08:09:58,-31239902.0,,,137.33.78,104,3,0,True,137.33.78,137.33.78.168,"60.1695,24.9354","43.0000,75.0000",43.0,75.0,60.1695,24.9354,3834.072576583165,False,3800.0-3900.0,0,5.422185693927215,True,8.25194363841581,True,0.019259278746595054,False,True,3,5.422185693927215,High,4.2110928469636075,0.7111414447880792
TX001250,AC00383,256.3,2023-04-05 16:21:59,Debit,New York,D000099,133.63.96.21,M066,Online,53,Retired,172,1,2024-11-04 08:06:23,-49995864.0,,,133.63.96,91,4,0,True,133.63.96,133.63.96.21,"35.6895,139.6917","43.0000,75.0000",43.0,75.0,35.6895,139.6917,5497.421691965787,False,5400.0-5500.0,0,5.417123774115255,True,8.612216364941071,True,0.004985970396641837,False,True,3,5.417123774115255,High,4.208561887057627,0.7105334266294526
TX001964,AC00220,483.92,2023-10-16 18:57:30,Debit,New York,D000046,145.179.219.57,M092,ATM,70,Retired,115,1,2024-11-04 08:06:59,-33224969.0,,,145.179.219,125,6,0,True,145.179.219,145.179.219.57,"47.6740,-122.1215","43.0000,75.0000",43.0,75.0,47.674,-122.1215,9819.680381201657,True,9800.0-9900.0,0,5.413263773138086,True,9.19224568420315,True,0.016424840974970545,False,True,3,5.413263773138086,High,4.206631886569043,0.7100697782956943
TX001502,AC00370,417.26,2023-02-27 17:01:24,Credit,New York,D000183,17.36.132.202,M049,Online,32,Doctor,45,1,2024-11-04 08:11:53,-53190629.0,,,17.36.132,209,7,0,True,17.36.132,17.36.132.202,"39.0751,-78.5978","43.0000,75.0000",43.0,75.0,39.0751,-78.5978,10534.280370709119,True,10500.0-10600.0,0,5.402490783828486,True,9.262484939145589,True,0.04132989533593301,False,True,3,5.402490783828486,High,4.201245391914243,0.7087757686380447
TX001049,AC00407,122.45,2023-01-16 16:50:13,Debit,New York,D000505,119.43.28.203,M065,Branch,46,Doctor,98,1,2024-11-04 08:07:54,-56819861.0,,,119.43.28,65,7,1,True,119.43.28,119.43.28.203,"28.4180,76.9839","43.0000,75.0000",43.0,75.0,28.418,76.9839,1627.7469666901993,False,1600.0-1700.0,0,5.3916147410388024,True,7.395566266082876,True,0.014304193474843574,False,True,3,5.3916147410388024,High,4.195807370519401,0.7074693805963967
TX001242,AC00151,168.11,2023-05-19 16:44:53,Credit,New York,D000050,146.69.70.214,M015,Online,51,Doctor,12,1,2024-11-04 08:06:59,-46192926.0,,,146.69.70,131,4,0,True,146.69.70,146.69.70.214,"39.8380,-104.9988","43.0000,75.0000",43.0,75.0,39.838,-104.9988,10829.669901838919,True,10800.0-10900.0,0,5.383154335056963,True,9.290137194207503,True,0.028064866294199353,False,True,3,5.383154335056963,High,4.191577167528481,0.7064531494711712
TX001736,AC00387,58.7,2023-03-03 16:00:01,Debit,New York,D000633,124.6.134.78,M041,Branch,67,Doctor,141,1,2024-11-04 08:07:12,-52848431.0,,,124.6.134,76,3,0,True,124.6.134,124.6.134.78,"47.6062,-122.3321","43.0000,75.0000",43.0,75.0,47.6062,-122.3321,9823.613666014384,True,9800.0-9900.0,0,5.372509394681608,True,9.192646114439096,True,0.016012666137062648,False,True,3,5.372509394681608,High,4.186254697340804,0.7051745205544471
TX000598,AC00274,158.02,2023-09-20 17:09:14,Debit,New York,D000032,60.153.124.80,M026,ATM,49,Engineer,120,1,2024-11-04 08:09:57,-35478043.0,,,60.153.124,484,5,0,True,60.153.124,60.153.124.80,"35.8622,139.9773","43.0000,75.0000",43.0,75.0,35.8622,139.9773,5510.575689613055,False,5500.0-5600.0,0,5.37234963870475,True,8.614605830342377,True,0.02833116663155477,False,True,3,5.37234963870475,High,4.186174819352376,0.7051553312866423
TX000979,AC00453,472.48,2023-02-27 17:06:36,Debit,New York,D000149,11.3.59.231,M099,Branch,55,Engineer,87,1,2024-11-04 08:09:59,-53190203.0,,,11.3.59,30,9,0,True,11.3.59,11.3.59.231,"37.2242,-95.7083","43.0000,75.0000",43.0,75.0,37.2242,-95.7083,11070.401502816652,True,11000.0-11100.0,0,5.348707550075428,True,9.312120621376254,True,0.03127297249560368,False,True,3,5.348707550075428,High,4.174353775037714,0.7023155353735347
TX000112,AC00318,245.54,2023-03-21 16:29:31,Debit,New York,D000536,44.197.126.59,M089,ATM,25,Student,180,1,2024-11-04 08:10:26,-51291655.0,,,44.197.126,432,5,0,True,44.197.126,44.197.126.59,"39.0437,-77.4875","43.0000,75.0000",43.0,75.0,39.0437,-77.4875,10505.64508315614,True,10500.0-10600.0,0,5.339409895431302,True,9.259763201033461,True,0.046547749418699325,False,True,3,5.339409895431302,High,4.169704947715651,0.7011987371889985
TX001320,AC00123,162.65,2023-05-11 17:15:10,Debit,New York,D000169,112.86.148.212,M088,ATM,59,Engineer,147,1,2024-11-04 08:11:20,-46882570.0,,,112.86.148,42,4,0,True,112.86.148,112.86.148.212,"29.8782,121.5494","43.0000,75.0000",43.0,75.0,29.8782,121.5494,4357.435384228849,False,4300.0-4400.0,0,5.331688360454792,True,8.379868415110314,True,0.025694986079689563,False,True,3,5.331688360454792,High,4.1658441802273956,0.7002712563808089
TX001407,AC00104,275.2,2023-08-24 17:13:38,Debit,New York,D000122,59.12.96.11,M058,Online,54,Engineer,81,1,2024-11-04 08:09:50,-37810572.0,,,59.12.96,476,1,0,True,59.12.96,59.12.96.11,"37.2911,127.0089","43.0000,75.0000",43.0,75.0,37.2911,127.0089,4405.678150221333,False,4400.0-4500.0,0,5.319223215457593,True,8.39087643068455,True,0.02514879684410587,False,True,3,5.319223215457593,High,4.159611607728797,0.6987739915505169
TX000384,AC00341,96.54,2023-03-13 17:26:17,Debit,New York,D000387,69.61.96.139,M020,Branch,58,Retired,95,1,2024-11-04 08:10:31,-51979454.0,,,69.61.96,508,5,0,True,69.61.96,69.61.96.139,"33.7490,-84.3880","43.0000,75.0000",43.0,75.0,33.749,-84.388,11251.514856407945,True,11200.0-11300.0,0,5.313659558741363,True,9.328346925442416,True,0.037630579187139634,False,True,3,5.313659558741363,High,4.156829779370682,0.6981057067025745
TX000276,AC00055,386.68,2023-10-31 16:48:01,Debit,New York,D000453,207.157.126.125,M019,Branch,46,Doctor,128,1,2024-11-04 08:06:28,-31936707.0,,,207.157.126,321,5,0,True,207.157.126,207.157.126.125,"34.7304,-86.5859","43.0000,75.0000",43.0,75.0,34.7304,-86.5859,11196.348809162426,True,11100.0-11200.0,0,5.27735209648128,True,9.32343231579449,True,0.038745030495506816,False,True,3,5.27735209648128,High,4.13867604824064,0.693744595272952
TX002291,AC00050,334.07,2023-08-11 17:27:16,Debit,New York,D000440,100.4.40.132,M054,Branch,59,Engineer,200,1,2024-11-04 08:10:28,-38932992.0,,,100.4.40,10,5,0,True,100.4.40,100.4.40.132,"36.8190,-76.2749","43.0000,75.0000",43.0,75.0,36.819,-76.2749,10700.484006928722,True,10700.0-10800.0,0,5.2619357159910045,True,9.278137703069447,True,0.04386898920548732,False,True,3,5.2619357159910045,High,4.130967857995502,0.6918928394912357
TX000457,AC00434,188.7,2023-02-10 16:01:04,Debit,New York,D000501,55.139.104.163,M099,Branch,54,Retired,123,1,2024-11-04 08:09:59,-54662935.0,,,55.139.104,466,7,0,True,55.139.104,55.139.104.163,"39.9539,-82.9301","43.0000,75.0000",43.0,75.0,39.9539,-82.9301,10553.331807528959,True,10500.0-10600.0,0,5.252478559533982,True,9.264291652502019,True,0.04453949983829952,False,True,3,5.252478559533982,High,4.126239279766991,0.6907568825680829
TX001373,AC00116,356.56,2023-10-09 17:23:21,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2024-11-04 08:11:57,-33835716.0,,,157.130.28,164,6,0,True,157.130.28,157.130.28.27,"40.7143,-74.0060","43.0000,75.0000",43.0,75.0,40.7143,-74.006,10225.977991061047,True,10200.0-10300.0,0,5.245637838922789,True,9.232784408761168,True,0.05437791128329139,False,True,3,5.245637838922789,High,4.122818919461395,0.6899352017623406
TX002388,AC00300,94.64,2023-05-15 18:30:55,Credit,New York,D000543,216.32.4.105,M036,ATM,28,Student,144,1,2024-11-04 08:08:50,-46532275.0,,,216.32.4,346,5,1,True,216.32.4,216.32.4.105,"47.6062,-122.3321","43.0000,75.0000",43.0,75.0,47.6062,-122.3321,9823.613666014384,True,9800.0-9900.0,0,5.23117801684874,True,9.192646114439096,True,0.04044640283252421,False,True,3,5.23117801684874,High,4.1155890084243705,0.688198344064446
