TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,PreviousTransactionDate,ip_loc,location_loc,location_lat,location_lon,ip_lat,ip_lon,distance_loc_ip,large_divergence,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud
TX000148,AC00161,514.95,2023-04-13 18:37:48,Debit,New York,D000109,23.92.205.75,M056,Online,41,Doctor,142,5,2024-11-04 08:10:01,"39.7392,-104.9847","43.0000,-75.0000",43.0,-75.0,39.7392,-104.9847,2520.9562623162615,False,-49296733.0,False,2,3.2127958118619104,False,True
TX000168,AC00332,506.28,2023-05-02 17:03:29,Credit,Chicago,D000606,110.150.1.201,M010,Online,53,Retired,162,2,2024-11-04 08:09:09,"-33.8678,151.2073","41.8818,-87.6231",41.8818,-87.6231,-33.8678,151.2073,14871.96780198963,True,-47660740.0,False,4,3.795015437957225,False,True
TX000177,AC00363,1362.55,2023-02-10 18:07:07,Debit,El Paso,D000213,93.52.44.101,M001,ATM,29,Engineer,106,1,2024-11-04 08:11:05,"45.4643,9.1895","31.7725,-106.4609",31.7725,-106.4609,45.4643,9.1895,9279.63766734695,True,-54655438.0,False,1,2.717682954786211,False,True
TX000179,AC00156,237.06,2023-12-18 16:47:17,Debit,Phoenix,D000455,61.95.76.233,M049,Online,71,Retired,46,1,2024-11-04 08:07:50,"-33.8678,151.2073","33.4483,-112.0740",33.4483,-112.074,-33.8678,151.2073,12539.36876911259,True,-27789633.0,False,4,3.819260556849112,False,True
TX000188,AC00258,630.36,2023-03-02 16:11:53,Debit,Mesa,D000091,200.22.195.243,M084,ATM,62,Retired,52,1,2024-11-04 08:12:15,"-33.4569,-70.6483","33.4245,-111.8332",33.4245,-111.8332,-33.4569,-70.6483,8566.092051192414,True,-52934422.0,False,4,4.084638383557645,False,True
TX000191,AC00396,1422.55,2023-07-10 17:49:18,Debit,Washington,D000569,188.124.181.12,M072,Branch,79,Retired,165,1,2024-11-04 08:06:50,"54.5893,18.4848","38.8898,-77.0090",38.8898,-77.009,54.5893,18.4848,6919.316041095841,False,-41696252.0,False,1,3.253027886056276,False,True
TX000202,AC00010,11.18,2023-11-30 16:52:42,Debit,Atlanta,D000129,16.51.235.240,M017,Online,43,Doctor,161,1,2024-11-04 08:10:20,"-37.8140,144.9633","33.7537,-84.3863",33.7537,-84.3863,-37.814,144.9633,15591.58264755439,True,-29344658.0,False,4,3.692747652467051,False,True
TX000232,AC00430,705.6,2023-02-20 18:41:43,Debit,Phoenix,D000103,205.45.234.42,M071,Branch,40,Doctor,124,3,2024-11-04 08:09:04,"39.9690,-83.0114","33.4483,-112.0740",33.4483,-112.074,39.969,-83.0114,2682.3250652568754,False,-53789241.0,False,2,3.053111024938363,False,True
TX000236,AC00175,54.03,2023-09-19 17:16:46,Credit,Milwaukee,D000519,161.25.82.11,M087,ATM,56,Retired,161,1,2024-11-04 08:07:36,"-33.4569,-70.6483","43.0389,-87.9064",43.0389,-87.9064,-33.4569,-70.6483,8651.052058518948,True,-35563850.0,False,4,3.802600507819507,False,True
TX000253,AC00041,371.69,2023-12-22 16:27:49,Debit,San Francisco,D000374,124.180.225.109,M020,Branch,67,Retired,143,1,2024-11-04 08:09:59,"-33.8678,151.2073","37.7739,-122.4312",37.7739,-122.4312,-33.8678,151.2073,11933.601823944682,True,-27445330.0,False,4,3.8303534625361237,False,True
TX000267,AC00178,66.9,2023-04-17 16:50:45,Credit,Charlotte,D000221,138.210.196.19,M021,Online,79,Retired,129,4,2024-11-04 08:10:39,"39.2333,-95.4669","35.2270,-80.8431",35.227,-80.8431,39.2333,-95.4669,1369.8998913271757,False,-48957594.0,False,2,2.826076652879622,False,True
TX000268,AC00424,535.91,2023-07-07 16:38:12,Debit,Las Vegas,D000583,104.80.232.55,M097,Online,43,Engineer,22,1,2024-11-04 08:10:49,"-33.8678,151.2073","36.1147,-115.2014",36.1147,-115.2014,-33.8678,151.2073,12415.188442073752,True,-41959957.0,False,4,3.4236360670625907,False,True
TX000275,AC00454,1176.28,2023-12-20 16:08:02,Credit,Kansas City,D000476,50.202.8.53,M074,ATM,54,Engineer,174,5,2024-11-04 08:11:44,"37.6038,-77.4914","39.0997,-94.5783",39.0997,-94.5783,37.6038,-77.4914,1500.539275325091,False,-27619422.0,False,2,4.248836522248204,False,True
TX000278,AC00220,345.22,2023-09-05 16:55:47,Debit,Fresno,D000217,164.75.163.220,M025,Branch,69,Retired,253,1,2024-11-04 08:07:36,"-35.2835,149.1281","36.7468,-119.7725",36.7468,-119.7725,-35.2835,149.1281,12329.119317958734,True,-36774709.0,False,4,4.035358713088308,False,True
TX000279,AC00009,74.85,2023-12-25 17:19:08,Debit,Raleigh,D000526,191.82.103.198,M091,ATM,72,Retired,117,1,2024-11-04 08:11:49,"-32.8908,-68.8272","35.7877,-78.6442",35.7877,-78.6442,-32.8908,-68.8272,7671.200023277497,True,-27183161.0,False,4,4.1430053274810446,False,True
TX000286,AC00033,47.42,2023-12-19 16:46:08,Debit,San Diego,D000249,41.0.10.107,M012,ATM,64,Doctor,28,1,2024-11-04 08:08:56,"-26.5333,29.0667","32.7157,-117.1610",32.7157,-117.161,-26.5333,29.0667,16700.59849956979,True,-27703368.0,False,4,3.904241320659621,False,True
TX000303,AC00466,61.43,2023-06-29 16:16:37,Debit,Phoenix,D000084,14.200.197.126,M035,Online,24,Student,170,1,2024-11-04 08:08:18,"-33.8678,151.2073","33.4483,-112.0740",33.4483,-112.074,-33.8678,151.2073,12539.36876911259,True,-42652301.0,False,4,3.396664589585042,False,True
TX000312,AC00285,1221.65,2023-09-27 16:55:35,Debit,Denver,D000098,83.207.115.164,M091,Online,27,Student,153,1,2024-11-04 08:10:41,"48.8210,2.2772","39.7420,-104.9915",39.742,-104.9915,48.821,2.2772,7879.65412092845,True,-34874106.0,False,1,2.026797290917127,False,True
TX000324,AC00248,138.12,2023-04-11 17:18:50,Credit,Los Angeles,D000182,45.182.28.148,M067,Branch,53,Doctor,281,1,2024-11-04 08:11:23,"-32.6910,-58.8884","34.0522,-118.2436",34.0522,-118.2436,-32.691,-58.8884,9649.890408005815,True,-49474353.0,False,4,4.292791641258526,False,True
TX000334,AC00187,118.77,2023-10-02 17:44:05,Debit,Atlanta,D000310,104.80.232.55,M066,Branch,55,Engineer,123,1,2024-11-04 08:10:29,"-33.8678,151.2073","33.7537,-84.3863",33.7537,-84.3863,-33.8678,151.2073,14944.527794886557,True,-34439184.0,False,4,3.2467588693539096,False,True
TX000341,AC00107,1830.0,2023-03-01 16:31:58,Debit,San Antonio,D000436,62.27.235.199,M082,Online,55,Engineer,238,1,2024-11-04 08:11:59,"49.3096,12.8416","29.4243,-98.4911",29.4243,-98.4911,49.3096,12.8416,8964.693826012444,True,-53019601.0,False,1,4.252378083858959,False,True
TX000345,AC00156,1271.9,2023-08-28 16:43:15,Debit,Houston,D000312,210.136.14.108,M073,ATM,47,Engineer,155,1,2024-11-04 08:09:27,"35.0000,135.8667","29.7499,-95.3584",29.7499,-95.3584,35.0,135.8667,11057.472348776206,True,-37466772.0,False,1,2.991515051361287,False,True
TX000357,AC00261,121.82,2023-02-07 17:20:24,Debit,Colorado Springs,D000095,186.54.68.246,M094,Online,69,Doctor,123,3,2024-11-04 08:08:07,"-34.9033,-56.1882","38.8590,-104.8134",38.859,-104.8134,-34.9033,-56.1882,9579.013573360482,True,-54917263.0,True,2,4.482348121120108,True,True
TX000376,AC00316,1392.54,2023-11-20 16:51:14,Debit,El Paso,D000113,63.67.150.226,M013,Branch,41,Doctor,297,1,2024-11-04 08:09:15,"39.0437,-77.4875","31.7725,-106.4609",31.7725,-106.4609,39.0437,-77.4875,2739.1732903146567,False,-30208681.0,False,1,3.5405547986405534,False,True
TX000395,AC00326,6.3,2023-12-14 18:52:54,Debit,Columbus,D000539,210.160.90.52,M017,Branch,80,Retired,283,5,2024-11-04 08:12:13,"35.6588,139.9006","39.9833,-82.9833",39.9833,-82.9833,35.6588,139.9006,10551.317465849383,True,-28127959.0,True,2,4.45359149219438,True,True
TX000401,AC00145,194.85,2023-09-12 16:50:21,Debit,Jacksonville,D000601,148.234.210.167,M096,Online,23,Student,130,4,2024-11-04 08:08:01,"25.7417,-100.3022","30.3321,-81.6556",30.3321,-81.6556,25.7417,-100.3022,1900.1393234168115,False,-36170260.0,False,2,2.5756587494532845,False,True
TX000415,AC00495,83.5,2023-05-15 18:47:35,Debit,Dallas,D000446,34.92.221.183,M100,Branch,61,Retired,91,5,2024-11-04 08:07:22,"22.2783,114.1747","32.7791,-96.8088",32.7791,-96.8088,22.2783,114.1747,13084.685761776678,True,-46531187.0,False,2,3.0879296225650257,False,True
TX000441,AC00040,1237.56,2023-11-13 17:49:04,Credit,Austin,D000077,219.96.187.255,M060,Branch,60,Engineer,159,1,2024-11-04 08:11:45,"35.6895,139.6917","30.2666,-97.7333",30.2666,-97.7333,35.6895,139.6917,10561.872420753516,True,-30810161.0,False,1,3.216907465586322,False,True
TX000455,AC00264,611.11,2023-10-18 18:32:31,Debit,Detroit,D000215,141.201.46.191,M045,ATM,20,Student,282,4,2024-11-04 08:11:12,"47.9000,13.1333","42.3314,-83.0457",42.3314,-83.0457,47.9,13.1333,7079.473408819622,False,-33053921.0,False,2,3.493713387277491,False,True
TX000464,AC00417,302.16,2023-10-18 17:47:52,Debit,Kansas City,D000123,84.237.126.96,M014,Online,80,Retired,138,5,2024-11-04 08:07:38,"55.0415,82.9346","39.0997,-94.5783",39.0997,-94.5783,55.0415,82.9346,9569.827284742998,True,-33056386.0,False,2,3.328928073666359,False,True
TX000467,AC00063,445.41,2023-11-20 16:27:31,Debit,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,3,2024-11-04 08:08:08,"45.5037,11.4120","36.7468,-119.7725",36.7468,-119.7725,45.5037,11.412,9667.878173606447,True,-30210037.0,False,2,3.273963953922115,False,True
TX000472,AC00398,206.46,2023-11-27 18:26:02,Debit,Virginia Beach,D000620,110.150.1.201,M013,ATM,65,Retired,279,1,2024-11-04 08:06:44,"-33.8678,151.2073","36.8631,-76.0157",36.8631,-76.0157,-33.8678,151.2073,15763.936146428929,True,-29598042.0,True,4,4.365208947199893,True,True
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,2024-11-04 08:11:20,"39.9690,-83.0114","35.4819,-97.5084",35.4819,-97.5084,39.969,-83.0114,1369.6012700627223,False,-36854680.0,False,1,2.6485829038548903,False,True
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,2024-11-04 08:11:35,"35.9081,139.6566","36.1744,-86.7679",36.1744,-86.7679,35.9081,139.6566,10697.373807748676,True,-56819484.0,False,1,3.483954494807539,False,True
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,5,2024-11-04 08:10:19,"35.6895,139.6917","39.0997,-94.5783",39.0997,-94.5783,35.6895,139.6917,10030.883231221726,True,-51896715.0,False,2,2.998612276163647,False,True
TX000503,AC00103,795.96,2023-09-28 17:53:43,Debit,Raleigh,D000283,54.252.249.33,M014,Online,65,Retired,119,1,2024-11-04 08:08:26,"-33.8678,151.2073","35.7877,-78.6442",35.7877,-78.6442,-33.8678,151.2073,15509.476556317644,True,-34784083.0,False,4,3.90913801137915,False,True
TX000509,AC00353,127.0,2023-09-15 17:09:41,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,2024-11-04 08:10:12,"30.0626,31.2497","36.1744,-86.7679",36.1744,-86.7679,30.0626,31.2497,10235.049337617507,True,-35910031.0,False,2,2.811684172416733,False,True
TX000512,AC00153,1116.48,2023-09-18 17:44:50,Debit,San Diego,D000633,164.75.163.220,M057,ATM,51,Engineer,55,1,2024-11-04 08:11:35,"-35.2835,149.1281","32.7157,-117.1610",32.7157,-117.161,-35.2835,149.1281,12321.396939223509,True,-35648805.0,True,4,4.527699699087318,True,True
TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,40,Engineer,135,1,2024-11-04 08:12:14,"-32.8908,-68.8272","35.7877,-78.6442",35.7877,-78.6442,-32.8908,-68.8272,7671.200023277497,True,-42912077.0,False,4,3.488404062886846,False,True
TX000536,AC00161,1182.86,2023-12-11 16:06:51,Debit,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1,2024-11-04 08:08:58,"47.5614,-122.1552","32.2534,-110.9117",32.2534,-110.9117,47.5614,-122.1552,1948.0720637075317,False,-28396927.0,False,1,2.856892778857222,False,True
TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,35,Doctor,144,1,2024-11-04 08:09:01,"-33.8678,151.2073","38.8898,-77.0090",38.8898,-77.009,-33.8678,151.2073,15711.917188992047,True,-46363236.0,False,4,3.389529924626487,False,True
TX000548,AC00456,97.09,2023-04-10 18:26:56,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,4,2024-11-04 08:06:33,"29.8782,121.5494","32.7687,-97.3093",32.7687,-97.3093,29.8782,121.5494,11957.653550453766,True,-49556377.0,False,2,2.727071936799455,False,True
TX000552,AC00465,106.16,2023-04-14 17:21:48,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,56,Doctor,277,4,2024-11-04 08:08:51,"40.7357,-74.1724","33.4483,-112.0740",33.4483,-112.074,40.7357,-74.1724,3436.942753941972,False,-49214823.0,False,2,2.8181428630337435,False,True
TX000556,AC00433,1282.86,2023-05-15 16:52:40,Debit,Austin,D000388,62.251.170.72,M070,Branch,19,Student,68,1,2024-11-04 08:07:32,"33.5883,-7.6114","30.2666,-97.7333",30.2666,-97.7333,33.5883,-7.6114,8233.938333436065,True,-46538092.0,False,1,2.5183971063594717,False,True
TX000589,AC00418,178.88,2023-06-19 17:31:08,Credit,Dallas,D000101,38.210.156.148,M026,Branch,76,Retired,93,4,2024-11-04 08:12:10,"-22.5050,-43.1786","32.7791,-96.8088",32.7791,-96.8088,-22.505,-43.1786,8359.351537900948,True,-43512062.0,False,2,3.4978688315563082,False,True
TX000594,AC00039,139.57,2023-11-17 17:59:11,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,3,2024-11-04 08:07:23,"47.6339,-122.3476","32.7687,-97.3093",32.7687,-97.3093,47.6339,-122.3476,2675.496141729679,False,-30463692.0,False,2,3.704220868715653,False,True
TX000595,AC00051,312.47,2023-05-02 17:24:26,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,2024-11-04 08:08:05,"34.7304,-86.5859","43.0389,-87.9064",43.0389,-87.9064,34.7304,-86.5859,929.4097591818722,False,-47659419.0,False,2,2.35166240023379,False,True
TX000607,AC00225,175.15,2023-11-09 17:02:41,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,2024-11-04 08:09:45,"-37.8140,144.9633","42.3314,-83.0457",42.3314,-83.0457,-37.814,144.9633,15950.440292091205,True,-31158424.0,False,4,3.987465188972241,False,True
TX000608,AC00150,32.54,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,2024-11-04 08:07:01,"32.5530,-92.0422","35.4819,-97.5084",35.4819,-97.5084,32.553,-92.0422,600.2253477856731,False,-42219686.0,False,2,2.269441857855738,False,True
TX000615,AC00466,1342.25,2023-04-28 18:11:55,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,2024-11-04 08:08:00,"39.9690,-83.0114","32.7687,-97.3093",32.7687,-97.3093,39.969,-83.0114,1508.663855037611,False,-48002165.0,False,1,2.929845415662059,False,True
TX000618,AC00366,115.11,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,2024-11-04 08:10:18,"-33.4569,-70.6483","35.1067,-106.6291",35.1067,-106.6291,-33.4569,-70.6483,8466.454163804507,True,-47399756.0,False,4,3.548101940370641,False,True
TX000641,AC00170,41.51,2023-10-04 16:47:33,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,2024-11-04 08:11:54,"-37.8140,144.9633","33.4483,-112.0740",33.4483,-112.074,-37.814,144.9633,13231.358864307214,True,-34269861.0,False,4,3.63867959611143,False,True
TX000646,AC00139,50.83,2023-12-18 16:06:14,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,2024-11-04 08:10:06,"-33.4569,-70.6483","39.9525,-75.1652",39.9525,-75.1652,-33.4569,-70.6483,8140.9751222466375,True,-27792232.0,False,4,4.175900398156221,False,True
TX000652,AC00208,1241.05,2023-11-21 16:26:41,Debit,Miami,D000105,156.96.135.18,M089,Branch,18,Student,129,1,2024-11-04 08:11:48,"40.7143,-74.0060","25.7616,-80.1917",25.7616,-80.1917,40.7143,-74.006,1754.509889367084,False,-30123907.0,False,1,3.4032819082783323,False,True
TX000654,AC00423,1919.11,2023-06-27 17:48:25,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,2024-11-04 08:10:27,"34.7304,-86.5859","45.5230,-122.6764",45.523,-122.6764,34.7304,-86.5859,3267.8599047812245,False,-42819722.0,True,1,4.547684598963325,True,True
TX000666,AC00393,152.18,2023-08-07 16:57:22,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2024-11-04 08:10:50,"39.7406,-86.1569","34.0522,-118.2436",34.0522,-118.2436,39.7406,-86.1569,2912.286382615651,False,-39280408.0,False,2,2.1149621403667465,False,True
TX000670,AC00023,126.22,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,2024-11-04 08:07:41,"36.0512,-78.8577","33.7537,-84.3863",33.7537,-84.3863,36.0512,-78.8577,565.8071371504785,False,-47490146.0,False,2,2.0862785328366034,False,True
TX000686,AC00071,119.3,2023-08-28 16:08:54,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,2024-11-04 08:08:55,"48.8648,2.3335","33.4245,-111.8332",33.4245,-111.8332,48.8648,2.3335,8809.669967374826,True,-37468801.0,False,2,2.9142697165033358,False,True
TX000688,AC00330,42.42,2023-06-01 17:19:57,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,2024-11-04 08:09:11,"-33.8678,151.2073","38.5905,-121.4899",38.5905,-121.4899,-33.8678,151.2073,12049.803453858736,True,-45067754.0,False,4,3.5594863021927625,False,True
TX000692,AC00418,25.94,2023-10-16 18:53:31,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,2024-11-04 08:06:38,"39.9122,116.3561","37.3354,-121.8930",37.3354,-121.893,39.9122,116.3561,9595.024186035678,True,-33225187.0,False,2,3.4282386681425034,False,True
TX000694,AC00011,733.29,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,2024-11-04 08:07:12,"-37.8140,144.9633","36.8631,-76.0157",36.8631,-76.0157,-37.814,144.9633,16420.70512609122,True,-51801896.0,True,2,5.412773521067072,True,True
TX000723,AC00418,75.53,2023-08-21 17:36:05,Credit,Fresno,D000597,54.252.249.33,M009,Online,21,Student,157,1,2024-11-04 08:07:11,"-33.8678,151.2073","36.7468,-119.7725",36.7468,-119.7725,-33.8678,151.2073,12084.473649011685,True,-38068266.0,False,4,3.527989468613244,False,True
TX000726,AC00067,1309.79,2023-03-06 16:33:43,Debit,San Francisco,D000251,3.200.166.167,M004,ATM,23,Student,139,1,2024-11-04 08:11:14,"36.8585,-76.0019","37.7739,-122.4312",37.7739,-122.4312,36.8585,-76.0019,4073.689597738489,False,-52587451.0,False,1,2.8201272527220484,False,True
TX000755,AC00153,84.34,2023-06-08 16:27:56,Debit,Memphis,D000493,200.136.146.93,M039,Online,58,Retired,248,3,2024-11-04 08:09:31,"-23.5475,-46.6361","35.1495,-90.0489",35.1495,-90.0489,-23.5475,-46.6361,7948.067780573327,True,-44466095.0,False,2,3.8987802254808104,False,True
TX000756,AC00460,1607.55,2023-09-07 16:27:03,Debit,Phoenix,D000070,94.37.250.128,M031,ATM,31,Engineer,156,1,2024-11-04 08:07:33,"47.5413,-122.3129","33.4483,-112.0740",33.4483,-112.074,47.5413,-122.3129,1785.9151886377697,False,-36603630.0,False,1,3.1396946924955507,False,True
TX000773,AC00093,827.14,2023-01-17 17:25:13,Debit,El Paso,D000645,215.97.143.157,M018,Branch,36,Engineer,265,4,2024-11-04 08:08:14,"39.9690,-83.0114","31.7725,-106.4609",31.7725,-106.4609,39.969,-83.0114,2295.7623377181576,False,-56731381.0,False,2,3.548215429943144,False,True
TX000793,AC00468,253.55,2023-01-11 16:56:58,Debit,Jacksonville,D000112,41.82.55.163,M007,ATM,28,Engineer,85,5,2024-11-04 08:09:12,"14.6937,-17.4441","30.3321,-81.6556",30.3321,-81.6556,14.6937,-17.4441,6743.734612621509,False,-57251534.0,False,2,3.12557149151263,False,True
TX000794,AC00262,408.28,2023-03-15 16:33:09,Credit,Nashville,D000638,142.148.226.178,M028,Branch,21,Student,125,3,2024-11-04 08:10:10,"32.7831,-96.8067","36.1744,-86.7679",36.1744,-86.7679,32.7831,-96.8067,995.3269721494241,False,-51809821.0,False,2,2.939594253098452,False,True
TX000806,AC00202,132.36,2023-03-13 17:01:57,Debit,Colorado Springs,D000203,41.0.10.107,M094,Branch,28,Student,160,1,2024-11-04 08:10:05,"-26.5333,29.0667","38.8590,-104.8134",38.859,-104.8134,-26.5333,29.0667,15540.707406793179,True,-51980888.0,False,4,3.134608672769246,False,True
TX000808,AC00316,668.67,2023-11-07 17:38:05,Debit,Detroit,D000682,184.59.28.72,M019,Online,44,Doctor,143,4,2024-11-04 08:06:29,"42.6728,-88.5445","42.3314,-83.0457",42.3314,-83.0457,42.6728,-88.5445,453.48773472912205,False,-31328904.0,False,2,2.9963389825357383,False,True
TX000817,AC00050,24.19,2023-02-08 17:33:08,Debit,San Diego,D000099,186.135.2.148,M061,ATM,29,Engineer,28,1,2024-11-04 08:07:26,"-34.6131,-58.3772","32.7157,-117.1610",32.7157,-117.161,-34.6131,-58.3772,9656.565674204716,True,-54830058.0,False,4,4.1628634742794315,False,True
TX000838,AC00169,39.21,2023-05-10 16:15:31,Debit,Miami,D000059,105.87.212.115,M093,ATM,66,Doctor,245,4,2024-11-04 08:11:52,"30.0626,31.2497","25.7616,-80.1917",25.7616,-80.1917,30.0626,31.2497,10454.412634532257,True,-46972581.0,False,2,3.423884916877448,False,True
TX000851,AC00124,23.4,2023-02-08 18:27:49,Debit,El Paso,D000079,74.58.165.67,M027,ATM,46,Doctor,175,4,2024-11-04 08:07:14,"45.5088,-73.5878","31.7725,-106.4609",31.7725,-106.4609,45.5088,-73.5878,3211.2695273151735,False,-54826765.0,False,2,2.347984100900152,False,True
TX000853,AC00068,259.9,2023-06-22 16:08:43,Debit,Oklahoma City,D000551,14.200.197.126,M083,Online,26,Student,100,1,2024-11-04 08:07:29,"-33.8678,151.2073","35.4819,-97.5084",35.4819,-97.5084,-33.8678,151.2073,13858.21234647605,True,-43257526.0,False,4,3.0347261255677322,False,True
